Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Excitation source (nm),Temp. (K),Int. quantum efficiency (%),Formula
46.2,32,0.3,31.7,299,74,3,71,722.59547,183.84,6.94,176.9,1135,215,60,155,9.06,3.44,0,3.44,22,6,1,5,49.02761496,13.618054,5.211664,8.40639,1024.8,592,9,583,2406.894241,1470.72,20.82,1449.9,4075,1920,58.5,1861.5,128.79,110.08,0,110.08,249.7,192,0.9,191.1,532.54806,435.777728,1.67307,434.104658,396,298,28.36,Li3BaSrLa0.3W8O32Eu0.9
20,12,0.07,11.93,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,255.57,96,4.41,91.59,537.478887,191.988,10.63748,181.35052,1852.45,720,12.95,707.05,53.2683,41.28,0,41.28,96,72,0.14,71.86,219.2802313,163.416648,0.39692695,163.0197211,370,298,29,Y2Mg1.93Al2Si2O12Eu0.07
10.4,6,0.4,5.6,217,74,3,71,521.95347,183.84,6.94,176.9,870,195,60,135,8.53,3.44,0,3.44,20,6,1,5,45.76731876,13.618054,5.391714761,8.226339239,219.2,74,3,71,510.77007,183.84,6.94,176.9,1059,360,74,286,25.73,20.64,0,20.64,48.8,36,0.8,35.2,110.4553578,81.708324,2.268154,79.44017,463,298,29,LiLaMgWO6Eu0.4
11,7,0.01,6.99,341,83,8,75,837.01587,208.9804,15.999,192.9814,950,215,60,155,9.03,3.44,0,3.44,24,6,2,4,45.226549,13.618054,5.211664,8.40639,300.8,108.3,0.83,107.47,712.846957,263.920393,2.089804,261.830589,1158.75,420,1.6,418.4,28.779,24.08,0,24.08,55.93,42,0.05,41.95,119.5813718,95.326378,0.07285516,95.25352284,394,298,29,BaLa1.9WO7Eu0.09Bi0.01
15,7,0.04,6.96,114,63,8,55,255.1244032,151.964,15.999,135.965,585,185,50,135,10.32,3.98,0,3.98,21,7,2,5,50.9760972,17.42282,5.670385,11.752435,183.72,79.2,2.52,76.68,370.9472463,158.70888,6.07856,152.63032,1460.2,712.8,7.4,705.4,39.8,24.08,0,24.08,72,42,0.08,41.92,170.910294,95.326378,0.2268154,95.0995626,400,298,29.3,Ca3.96Si2O7F2Eu0.04
21.1,12,0.02,11.98,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,264.46,100,1.26,98.74,536.502594,200.39,3.03928,197.35072,2037.7,900,3.7,896.3,56.01,41.28,0,41.28,104.2,72,0.04,71.96,238.9926237,163.416648,0.1134077,163.3032403,400,298,29.3,Ca5P3O12ClEu0.02Tb0.08
10,6,0.09,5.91,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669,179.47,59.2,5.67,53.53,392.55974,147.072,13.67676,133.39524,1037.45,523.8,16.65,507.15,25.342,20.64,0,20.64,48,36,0.18,35.82,107.7176503,81.708324,0.51033465,81.19798935,465,298,29.6,Ca2.91Mo0.2W0.8O6Eu0.09
19.04,12,0.04,11.96,182,63,8,55,420.31797,151.964,15.999,135.965,940,220,60,160,8.7,3.44,0,3.44,19,6,1,5,45.88894254,13.618054,4.34066354,9.27739046,260.52,96,2.52,93.48,557.324962,191.988,6.07856,185.90944,1782.4,720,7.4,712.6,52.28,41.28,0,41.28,96.08,72,0.08,71.92,217.7788289,163.416648,0.2268154,163.1898326,300,298,30.1,KBaSc2P3O12Eu0.04
21.06,12,0.03,11.97,208,63,8,55,472.3888184,151.964,15.999,135.965,1095,200,50,150,14.26,3.98,0,3.98,33,7,1,6,71.6831669,17.42282,5.1390767,12.2837433,316.64,114,0.75,113.25,684.8703598,262.86,1.64814132,261.2118587,2039.75,720,4.2,715.8,56.8765,41.28,0,41.28,104.27,72,0.06,71.94,241.1335964,163.416648,0.17011155,163.2465365,365,298,30.2,Sr3NaYP3O12FEu0.03Mn0.03
7,4,0.09,3.91,179,63,8,55,421.731562,151.964,15.999,135.965,795,235,60,175,7.34,3.44,0,3.44,16,6,1,5,39.163917,13.618054,4.177128,9.440926,138.92,45.92,5.67,40.25,314.414564,112.60814,13.67676,98.93138,789.1,256.15,16.65,239.5,17.5736,13.76,0,13.76,31.91,24,0.18,23.82,74.29587065,54.472216,0.51033465,53.96188135,392,298,31,Rb1.09Ba0.82PO4Eu0.09
14.108,8,0.008,7.992,161,63,8,55,356.0408753,151.964,15.999,135.965,1065,220,60,160,9.93,3.44,0,3.44,24,7,1,6,52.80203844,13.618054,4.34066354,9.27739046,167.004,64,0.504,63.496,338.8931097,127.992,1.215712,126.776288,1455.48,480,1.48,478.52,35.805,27.52,0,27.52,64.716,48,0.016,47.984,152.4126195,108.944432,0.04536308,108.8990689,365,298,31,KNaCa2P2O8Eu0.008Mn0.1
45,28,0.08,27.92,164,63,8,55,379.130762,151.964,15.999,135.965,710,185,60,125,7.75,3.44,0,3.44,17,6,2,4,41.4268802,13.618054,5.5386,8.079454,570.44,224,5.04,218.96,1174.557214,447.972,12.15712,435.81488,4185.4,1680,14.8,1665.2,121.69,96.32,0,96.32,223,168,0.16,167.84,515.2338892,381.305512,0.4536308,380.8518812,320,298,31,Ca8.92CeP7O28Eu0.08
10.2,6,0.2,5.8,217,74,3,71,521.95347,183.84,6.94,176.9,870,195,60,135,8.53,3.44,0,3.44,20,6,1,5,45.76731876,13.618054,5.391714761,8.226339239,206.6,74,3,71,480.37727,183.84,6.94,176.9,1022,360,37,323,25.73,20.64,0,20.64,48.4,36,0.4,35.6,109.3212808,81.708324,1.134077,80.574247,463,298,31,LiLaMgWO6Eu0.2
10.3,6,0.3,5.7,217,74,3,71,521.95347,183.84,6.94,176.9,870,195,60,135,8.53,3.44,0,3.44,20,6,1,5,45.76731876,13.618054,5.391714761,8.226339239,212.9,74,3,71,495.57367,183.84,6.94,176.9,1040.5,360,55.5,304.5,25.73,20.64,0,20.64,48.6,36,0.6,35.4,109.8883193,81.708324,1.7011155,80.0072085,463,298,31,LiLaMgWO6Eu0.3
11,6,0.3,5.7,190,63,5,58,444.10414,151.964,10.81,141.154,945,220,60,160,8.41,3.44,0,3.44,17,6,1,5,43.35604554,13.618054,4.34066354,9.27739046,188.8,56,10,46,427.085852,137.327,21.62,115.707,1148.5,360,54,306,26.796,20.64,0,20.64,47.3,36,0.9,35.1,113.691137,81.708324,1.865178,79.843146,394,298,31.1,KBaY0.3B2O6Eu0.7
19,12,0.05,11.95,189,63,8,55,445.42997,151.964,15.999,135.965,775,200,60,140,7.12,3.44,0,3.44,18,6,2,4,37.3063932,13.618054,5.5769,8.041154,336.3,114,3.15,110.85,747.2308965,262.86,7.5982,255.2618,1919.5,720,9.25,710.75,50.065,41.28,0,41.28,95.95,72,0.1,71.9,206.3213849,163.416648,0.28351925,163.1331288,370,298,31.2,Sr3La0.95V3O12Eu0.05
2.01,1,0.01,0.99,117,63,16,47,271.644,151.964,32.06,119.904,485,200,100,100,3.53,2.58,0,2.58,10,6,2,4,21.7252622,10.36001,5.670385,4.689625,54.63,38,0.63,37.37,121.19964,87.62,1.51964,86.10036,301.85,200,1.85,198.15,3.53,2.58,0,2.58,8.02,6,0.02,5.98,16.11158105,10.36001,0.05670385,10.30330615,350,298,31.3,SrSEu0.01
2.01,1,0.01,0.99,117,63,16,47,271.644,151.964,32.06,119.904,485,200,100,100,3.53,2.58,0,2.58,10,6,2,4,21.7252622,10.36001,5.670385,4.689625,54.63,38,0.63,37.37,121.19964,87.62,1.51964,86.10036,301.85,200,1.85,198.15,3.53,2.58,0,2.58,8.02,6,0.02,5.98,16.11158105,10.36001,0.05670385,10.30330615,351,298,31.3,SrSEu0.01
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,370,298,31.5,Na2.98Sc2P3O12Eu0.01
14,8,0.5,7.5,232,64,8,56,548.158252,157.25,15.999,141.251,1040,260,60,200,7.88,3.44,0,3.44,17,6,1,5,40.41899109,13.618054,3.893905548,9.724148452,266.5,64,31.5,32.5,595.584052,132.905452,75.982,56.92345196,1632.5,480,90,390,33.81,27.52,0,27.52,63,48,1,47,140.9221291,108.944432,2.8351925,106.1092395,312,298,31.5,CsK2Gd0.5V2O8Eu0.5
20.01,12,0.01,11.99,156,63,8,55,364.348762,151.964,15.999,135.965,670,215,60,155,8.42,3.44,0,3.44,19,6,2,4,43.138472,13.618054,5.211664,8.40639,420.63,280,0.63,279.37,970.175164,686.635,1.51964,685.11536,2106.85,1075,1.85,1073.15,52.01,41.28,0,41.28,96.02,72,0.02,71.98,218.6567269,163.416648,0.05670385,163.3599442,405,298,31.89,Ba5P2SiO12Eu0.01
7,4,0.02,3.98,186,63,8,55,428.391044,151.964,15.999,135.965,890,215,60,155,8.78,3.44,0,3.44,23,7,2,5,46.1989592,13.618054,5.211664,8.40639,133.14,71.68,1,70.68,299.5478418,175.77856,2.19752176,173.5810382,753.3,275.2,3.7,271.5,17.5212,13.76,0,13.76,32.2,24,0.04,23.96,73.74027977,54.472216,0.1134077,54.3588083,390,298,32,Ba1.28Ca0.66SiO4Eu0.02Mn0.04
23.7,15,0.1,14.9,190,63,8,55,444.8066424,151.964,15.999,135.965,815,195,50,145,11.61,3.98,0,3.98,25,7,1,6,54.5196657,17.42282,5.1390767,12.2837433,477.5,205.2,6.3,198.9,1085.079264,500.059692,15.1964,484.863292,2285.5,900,18.5,881.5,66.95,51.6,0,51.6,127,90,0.2,89.8,268.7538752,204.27081,0.5670385,203.7037715,395,298,32.1,NaLa3.6Mo3O15FEu0.1
19.07,12,0.03,11.97,247,65,8,57,579.24332,158.92535,15.999,142.92635,1115,220,60,160,8.7,3.44,0,3.44,21,6,1,5,51.75274254,13.618054,4.34066354,9.27739046,262.47,96,1.95,94.05,562.0927225,191.988,4.7677605,187.2202395,1787.65,720,5.25,714.75,52.28,41.28,0,41.28,96.14,72,0.06,71.94,217.9547429,163.416648,0.175914,163.240734,300,298,32.4,KBaSc2P3O12Eu0.04Tb0.03
21.12,12,0.02,11.98,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,265.76,100,1.26,98.74,539.681101,200.39,3.03928,197.35072,2041.2,900,3.7,896.3,56.01,41.28,0,41.28,104.24,72,0.04,71.96,239.1098997,163.416648,0.1134077,163.3032403,400,298,32.5,Ca5P3O12ClEu0.02Tb0.1
13.02,7,0.02,6.98,161,63,8,55,370.42164,151.964,15.999,135.965,770,235,60,175,7.38,3.44,0,3.44,16,6,1,5,37.83451,13.618054,4.177128,9.440926,235.26,111,1.26,109.74,516.51152,256.4034,3.03928,253.36412,1528.7,705,3.7,701.3,31.56,24.08,0,24.08,56.04,42,0.04,41.96,130.4917957,95.326378,0.1134077,95.2129703,450,298,32.6,Rb3YSi2O7Eu0.02
20,12,1,11,189,63,8,55,445.42997,151.964,15.999,135.965,775,200,60,140,7.12,3.44,0,3.44,18,6,2,4,37.3063932,13.618054,5.5769,8.041154,399,114,57,57,898.54197,262.86,138.90547,123.95453,2105,720,185,535,50.12,41.28,0,41.28,98,72,2,70,211.9870956,163.416648,5.5769,157.839748,370,298,32.7,Sr3LaV3O12Eu
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,370,323,33,Na2.98Sc2P3O12Eu0.01
45,28,0.1,27.9,193,63,8,55,443.300232,151.964,15.999,135.965,855,195,60,135,9.38,3.44,0,3.44,30,12,2,10,50.8593792,13.618054,5.5769,8.041154,576.6,224,6.3,217.7,1191.003657,447.972,15.1964,432.7756,4149,1680,18.5,1661.5,122.29,96.32,0,96.32,233.9,168,0.2,167.8,518.5980031,381.305512,0.5670385,380.7384735,391,298,33,Ca8ZnLa0.9P7O28Eu0.1
10,6,0.05,5.95,142,63,8,55,318.9317213,151.964,15.999,135.965,835,185,60,125,9.18,3.44,0,3.44,23,7,1,6,46.5747067,13.618054,5.1390767,8.4789773,111.4,48,3.15,44.85,228.554816,95.994,7.5982,88.3958,916.25,360,9.25,350.75,26.7215,20.64,0,20.64,48.85,36,0.1,35.9,109.9133277,81.708324,0.28351925,81.42480475,365,298,33,Na0.95Sc0.8Si2O6Eu0.05Mn0.2
45,28,0.04,27.96,189,63,8,55,434.068806,151.964,15.999,135.965,850,185,60,125,9.3,3.44,0,3.44,24,7,2,5,48.8608982,13.618054,5.5386,8.079454,570.97,224,2.52,221.48,1176.768794,447.972,6.07856,441.89344,4167.2,1680,7.4,1672.6,121.9775,96.32,0,96.32,225.25,168,0.08,167.92,515.8459883,381.305512,0.2268154,381.0786966,320,298,33,Ca8.51CeP7O28Eu0.04Mn0.45
29,17,0.4,16.6,196,64,5,59,473.35,157.25,10.81,146.44,725,215,60,155,7.57,3.44,0,3.44,15,6,2,4,38.947918,13.618054,5.211664,8.40639,592.6,294.4,25,269.4,1384.8226,723.35,54.05,669.3,2777,1020,74,946,75.98,58.48,0,58.48,131,102,0.8,101.2,313.9775566,231.506918,2.268154,229.238764,396,298,33.2,Ba2Gd4.6B5O17Eu0.4
14,8,0.03,7.97,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,207.46,72.21,1.95,70.26,460.6859403,181.812948,4.7677605,177.0451875,1382.95,540,5.25,534.75,36.343,27.52,0,27.52,65.61,48,0.06,47.94,152.4163855,108.944432,0.175914,108.768518,379,298,33.25,Na3Bi0.87P2O8Eu0.1Tb0.03
6,3,0.01,2.99,203,63,16,47,474.351,151.964,32.06,119.904,835,215,100,115,6.07,2.58,0,2.58,24,12,2,10,36.3311252,10.36001,5.211664,5.148346,179.27,77.84,0.63,77.21,406.53617,190.88453,1.51964,189.36489,855.7,300,1.85,298.15,11.1971,7.74,0,7.74,34,18,0.02,17.98,51.19206613,31.08003,0.05670385,31.02332615,440,298,34,Ba1.39Sr0.6ZnS3Eu0.01
20,12,0.06,11.94,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,255.06,96,3.78,92.22,536.202297,191.988,9.11784,182.87016,1852.1,720,11.1,708.9,53.2814,41.28,0,41.28,96,72,0.12,71.88,219.2999898,163.416648,0.3402231,163.0764249,370,298,34,Y2Mg1.94Al2Si2O12Eu0.06
14,8,0.2,7.8,232,64,8,56,548.158252,157.25,15.999,141.251,1040,260,60,200,7.88,3.44,0,3.44,17,6,1,5,40.41899109,13.618054,3.893905548,9.724148452,266.2,64,12.8,51.2,593.998252,132.905452,31.45,101.455452,1634,480,36,444,33.45,27.52,0,27.52,63,48,0.4,47.6,140.7783058,108.944432,1.2299592,107.7144728,312,298,34.1,CsK2Gd0.2V2O8Eu0.8
19,12,0.05,11.95,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,256,96,3.15,92.85,560.0081738,198.53138,7.5982,190.93318,1721.25,720,9.25,710.75,52.445,41.28,0,41.28,94.85,72,0.1,71.9,217.4986956,163.416648,0.28351925,163.1331288,396,298,34.15,Na3Bi0.95P3O12Eu0.05
14,8,0.05,7.95,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,207.1,70.55,3.25,67.3,459.6848393,177.63334,7.9462675,169.6870725,1383.25,540,8.75,531.25,36.305,27.52,0,27.52,65.55,48,0.1,47.9,152.3879512,108.944432,0.29319,108.651242,379,298,34.82,Na3Bi0.85P2O8Eu0.1Tb0.05
14,8,0.05,7.95,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,207.2,70.55,3.15,67.4,460.0329068,177.63334,7.5982,170.03514,1382.75,540,9.25,530.75,36.305,27.52,0,27.52,65.55,48,0.1,47.9,152.397622,108.944432,0.28351925,108.6609128,396,298,34.86,Na3Bi0.85P2O8Eu0.05Tb0.1
12,5,0.01,4.99,139,63,8,55,318.0145385,151.964,15.999,135.965,670,200,60,140,9.16,3.44,0,3.44,20,7,2,5,43.9367046,13.618054,5.670385,7.947669,214.25,113.62,0.63,112.99,468.361517,261.9838,1.51964,260.46416,1349.85,598,1.85,596.15,29.5805,17.2,0,17.2,56,30,0.02,29.98,123.0814236,68.09027,0.05670385,68.03356615,393,298,35,Sr2.99Al2O5Cl2Eu0.01
10,6,0.05,5.95,216,74,3,71,511.743,183.84,6.94,176.9,860,200,60,140,8.72,3.44,0,3.44,29,12,1,11,47.63324996,13.618054,5.391714761,8.226339239,227.5,74,0.15,73.85,519.6372,183.84,0.347,183.493,1026.5,380,7.25,372.75,25.844,20.64,0,20.64,57.95,36,0.05,35.95,110.3399057,81.708324,0.269585738,81.43873826,367,298,35,Sr1.9ZnWO6Li0.05Eu0.05
5.05,2,0.05,1.95,126,63,8,55,288.92884,151.964,15.999,135.965,525,185,60,125,7.24,3.44,0,3.44,17,6,2,4,35.865709,13.618054,5.670385,7.947669,113.15,78,3.15,74.85,249.46788,177.81168,7.5982,170.21348,589.25,360,9.25,350.75,11.9,6.88,0,6.88,24.1,12,0.1,11.9,50.31415725,27.236108,0.28351925,26.95258875,317,298,35,Y2O2SEu0.05
45,28,0.04,27.96,189,63,8,55,434.068806,151.964,15.999,135.965,850,185,60,125,9.3,3.44,0,3.44,24,7,2,5,48.8608982,13.618054,5.5386,8.079454,569.97,224,2.52,221.48,1173.796785,447.972,6.07856,441.89344,4175.2,1680,7.4,1672.6,121.8675,96.32,0,96.32,224.25,168,0.08,167.92,515.5818157,381.305512,0.2268154,381.0786966,320,298,35,Ca8.71CeP7O28Eu0.04Mn0.25
45,28,0.04,27.96,189,63,8,55,434.068806,151.964,15.999,135.965,850,185,60,125,9.3,3.44,0,3.44,24,7,2,5,48.8608982,13.618054,5.5386,8.079454,570.47,224,2.52,221.48,1175.282789,447.972,6.07856,441.89344,4171.2,1680,7.4,1672.6,121.9225,96.32,0,96.32,224.75,168,0.08,167.92,515.713902,381.305512,0.2268154,381.0786966,320,298,35,Ca8.61CeP7O28Eu0.04Mn0.35
21.04,12,0.02,11.98,188,65,8,57,433.390112,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.7197102,13.618054,5.670385,7.947669,260.56,100,1.26,98.74,526.967073,200.39,3.03928,197.35072,2027.2,900,3.5,896.5,56.01,41.28,0,41.28,104.08,72,0.04,71.96,238.6407957,163.416648,0.1134077,163.3032403,400,298,35.2,Ca5P3O12ClEu0.02Tb0.02
36.91,24,0.03,23.97,191,63,8,55,451.081762,151.964,15.999,135.965,715,215,60,155,8.3,3.44,0,3.44,18,6,2,4,40.7731442,13.618054,5.211664,8.40639,642.01,192,1.89,190.11,1431.852332,445.49384,4.55892,440.93492,3291.95,1440,5.55,1434.45,105.2764,82.56,0,82.56,191.7,144,0.06,143.94,428.0095737,326.833296,0.17011155,326.6631845,232,298,35.4,Ba3In3.88P6O24Eu0.03
4,1,0.04,0.96,137,63,8,55,305.481,151.964,15.999,135.965,660,185,60,125,8.67,3.44,0,3.44,28,12,2,10,45.1558032,13.618054,5.670385,7.947669,75.72,30,2.52,27.48,157.99244,65.38,6.07856,59.30144,475.2,172.8,7.4,165.4,8.63,3.44,0,3.44,26,12,0.08,11.92,39.46770739,13.618054,0.2268154,13.3912386,460,298,35.5,Ca0.96ZnOSEu0.04
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,206.2,66.4,6.3,60.1,457.1820868,167.18432,15.1964,151.98792,1384,540,17.5,522.5,36.21,27.52,0,27.52,65.4,48,0.2,47.8,152.3168654,108.944432,0.5670385,108.3773935,379,298,35.51,Na3Bi0.8P2O8Eu0.1Tb0.1
20,12,0.05,11.95,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,339,161.85,3.15,158.7,768.9885738,407.51178,7.5982,399.91358,1881.25,720,9.25,710.75,54.345,41.28,0,41.28,99.85,72,0.1,71.9,224.7842116,163.416648,0.28351925,163.1331288,396,298,35.59,Na3Bi1.95P3O12Eu0.05
19,12,0.1,11.9,180,83,8,75,430.9069313,208.9804,15.999,192.9814,685,185,60,125,8.46,3.44,0,3.44,19,6,1,5,42.1997177,13.618054,5.1390767,8.4789773,255,96,6.3,89.7,557.1573538,191.988,15.1964,176.7916,1722.5,720,18.5,701.5,52.35,41.28,0,41.28,94.7,72,0.2,71.8,217.417939,163.416648,0.5670385,162.8496095,396,298,35.62,Na3Bi0.9P3O12Eu0.1
21.4,16,0.2,15.8,200,63,8,55,465.23284,151.964,15.999,135.965,725,185,60,125,8.51,3.44,0,3.44,29,12,2,10,41.591951,13.618054,5.670385,7.947669,355.4,128,12.6,115.4,779.239488,284.498688,30.3928,254.105888,1873,960,37,923,62.794,55.04,0,55.04,124,96,0.4,95.6,255.004425,217.888864,1.134077,216.754787,395,298,35.7,CdY3.2MoO16Eu0.2
13.01,8,0.01,7.99,164,63,8,55,367.018902,151.964,15.999,135.965,925,220,60,160,8.67,3.44,0,3.44,19,6,1,5,46.44620374,13.618054,4.34066354,9.27739046,172.63,64,0.63,63.37,359.541304,127.992,1.51964,126.47236,1261.85,480,1.85,478.15,34.94,27.52,0,27.52,64.02,48,0.02,47.98,146.6455866,108.944432,0.05670385,108.8877282,380,298,35.8,KCaYP2O8Eu0.01
10,6,0.05,5.95,184,63,3,60,423.853,151.964,6.94,145.024,870,200,60,140,9.18,3.44,0,3.44,29,12,1,11,46.86164996,13.618054,5.391714761,8.226339239,195.5,72.2,0.15,72.05,431.7472,166.478,0.347,166.131,1036.5,380,7.25,372.75,26.304,20.64,0,20.64,57.95,36,0.05,35.95,109.5683057,81.708324,0.269585738,81.43873826,367,298,36,Sr1.9ZnMoO6Li0.05Eu0.05
29,17,0.8,16.2,196,64,5,59,473.35,157.25,10.81,146.44,725,215,60,155,7.57,3.44,0,3.44,15,6,2,4,38.947918,13.618054,5.211664,8.40639,592.2,268.8,25,243.8,1382.7082,660.45,54.05,606.4,2779,1020,148,872,75.5,58.48,0,58.48,131,102,1.6,100.4,313.7857922,231.506918,4.536308,226.97061,396,298,36,Ba2Gd4.2B5O17Eu0.8
14,8,0.1,7.9,246,83,8,75,593.4069313,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.1387677,13.618054,5.1390767,8.4789773,204.6,64,6.3,57.7,452.8915118,146.28628,15.1964,131.08988,1385.5,540,18.5,521.5,36.264,27.52,0,27.52,65.1,48,0.2,47.8,152.1897438,108.944432,0.5670385,108.3773935,392,298,36.14,Na3Bi0.7P2O8Eu0.1Dy0.2
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,202.6,64,6.3,57.7,447.1710768,127.992,15.1964,112.7956,1387,540,18.5,521.5,35.83,27.52,0,27.52,64.8,48,0.2,47.8,152.0325222,108.944432,0.5670385,108.3773935,379,298,36.26,Na3Bi0.6P2O8Eu0.1Tb0.3
23.4,15,0.2,14.8,190,63,8,55,444.8066424,151.964,15.999,135.965,815,195,50,145,11.61,3.98,0,3.98,25,7,1,6,54.5196657,17.42282,5.1390767,12.2837433,461,182.4,9,173.4,1044.713476,444.497504,18.99840316,425.4991008,2226,900,37,863,66.51,51.6,0,51.6,126,90,0.4,89.6,267.0901537,204.27081,1.134077,203.136733,395,298,36.3,NaLa3.2Mo3O15FEu0.2
14,8,0.1,7.9,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,204.2,64,6.5,57.5,451.4804468,146.28628,15.892535,130.393745,1386.5,540,17.5,522.5,36.02,27.52,0,27.52,65.1,48,0.2,47.8,152.1553523,108.944432,0.58638,108.358052,396,298,36.42,Na3Bi0.7P2O8Eu0.2Tb0.1
12.65,7,0.35,6.65,126,63,5,58,290.6686093,151.964,10.81,141.154,690,185,60,125,7.63,3.44,0,3.44,15,6,1,5,38.9427947,13.618054,5.1390767,8.4789773,160.75,56,10,46,348.3575306,115.577592,21.62,93.957592,1248.75,420,64.75,355.25,31.606,24.08,0,24.08,54.6,42,0.7,41.3,132.2676422,95.326378,1.98463475,93.34174325,395,298,36.6,Na2Y1.3B2O7Eu0.35
14,8,0.03,7.97,245,83,8,75,589.8322813,208.9804,15.999,192.9814,860,185,60,125,8.46,3.44,0,3.44,21,6,1,5,48.0635177,13.618054,5.1390767,8.4789773,207.6,72.21,1.89,70.32,461.1732348,181.812948,4.55892,177.254028,1382.25,540,5.55,534.45,36.343,27.52,0,27.52,65.61,48,0.06,47.94,152.4299246,108.944432,0.17011155,108.7743205,396,298,36.64,Na3Bi0.87P2O8Eu0.03Tb0.1
19.7,12,0.3,11.7,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,222.3,96,18.9,77.1,462.406065,191.988,45.5892,146.3988,1839.5,720,55.5,664.5,52.544,41.28,0,41.28,94.8,72,0.6,71.4,221.1811376,163.416648,1.7011155,161.7155325,394,298,36.7,Na3Sc1.4P3O12Eu0.3
